8    on essaye                     §n e-sEj                      on essaye d' en sortir un
4154 est il                        et il                         où est il parti papa ?
4168 les incisives                 lez 5-si-ziv                  c' est les incisives là
4183 nous a                        nuz a                         qu' il nous a pas
4188 est un                        et 1                          que c' est un vrai
4197 en a                          @n a                          sur t' en a un .
4198 tout à                        tut a                         tout à l' heure tu voulais
4220 un air                        1n ER                         vois d' un air de
4224 les enfants                   lez @-f@                      de filmer les enfants .
4241 en aurez                      @n o-Re                       vous n' en aurez pas
4244 deux ans                      d2z @                         j' ai deux ans moi
4245 deux ans                      d2z @                         qui a deux ans .
4246 deux ans                      d2z @                         deux ans quoi ?
4254 deux ans                      d2z @                         christian a deux ans .
4257 quand il                      k@t il                        il compte quand il veut
4266 on est                        §n e                          ah on est content comme ça
4268 on est                        §n e                          on est content avec maman comme
4287 est à                         et a                          c' est à dire ?
4298 on attend                     §n a-t@                       alors on attend le prochain retour
4323 tout à                        tut a                         tout à l' heure .
4350 en est                        @n e                          là il en est en plein
4350 est en                        et @                          il en est en plein
4352 nous avait                    nuz a-vE                      qu' il nous avait encore
4385 les échecs                    lez e-SEk                     là là les échecs d'
4386 les as                        lez a                         tu les as alignés d' une
4392 trop ému                      tRop e-my                     il est trop ému .
4393 est un                        et 1                          oui c' est un retour de
4401 tout à                        tut a                         c' est tout à fait incroyable
4401 en ai                         @n E                          je lui en ai parlé
4401 aller au                      a-leR o                       tu vas aller au boutchou
4403 des histoires                 dez is-twaR                   y avait des histoires de
4403 quand il                      k@t il                        le matin quand il y
4403 est allé                      et a-le                       il y est allé il
4406 quand il                      k@t il                        semaine dernière quand il y
4412 des essais                    dez e-sE                      c' est des essais pour voir
4423 un enfant                     1n @-f@                       discours d' un enfant comme
4424 on attend                     §n a-t@                       ce qu' on attend de
4432 est à                         et a                          chaussons il est à mickey
4433 est à                         et a                          il est à qui ce pied
4439 ils étaient                   ilz e-tE                      à qui ils étaient avant
4440 ils étaient                   ilz e-tE                      à qui ils étaient chéri
4441 ils étaient                   ilz e-tE                      à qui ils étaient les petits
4442 ils étaient                   ilz e-tE                      ils étaient à victor .
4447 est une                       et yn                         écoute c' est une habitude qu'
4447 on avait                      §n a-vE                       habitude qu' on avait pris
4451 ses oreilles                  sez o-REj                     il a ses oreilles qu'
4451 ses oreilles                  sez o-REj                     elles font ses oreilles ?
4469 on a                          §n a                          maintenant on a énuméré tous les
4481 est un                        et 1                          ah c' est un petit gâteau
4483 est un                        et 1                          c' est un gâteau pour manger
4487 est en                        et @                          mais il est en avance pour
4487 en avance                     @n a-v@s                      il est en avance pour
4496 on y                          §n i                          on y va .
4521 deux ans                      d2z @                         garçon de deux ans et
4544 on habitait                   §n a-bi-tE                    chalet où on habitait .
4568 quand il                      k@t il                        quand il se voit de profil
4568 était un                      e-tEt 1                       si c' était un autre
4568 un autre                      1n otR                        c' était un autre .
4570 en est                        @n e                          où il en est exactement
4570 est exactement                et Eg-zak-t°-m@               il en est exactement .
4607 est avec                      et a-vEk                      ce qui est avec anne
4610 quand il                      k@t il                        parce que quand il a vu
4617 bien habillé                  bj5n a-bi-je                  es drôlement bien habillé .
4618 vous étiez                    vuz e-tje                     vous étiez jolis les petits là
4633 peut être                     p2t EtR                       il faudrait peut être revenir en
4633 en arrière                    @n a-RjER                     être revenir en arrière après
4636 vous êtes                     vuz Et                        là vous vous êtes bien amusés
4636 bien amusés                   bj5n a-my-ze                  vous êtes bien amusés ce
4651 quand on                      k@t §                         ah oui quand on marche oui
4653 quand on                      k@t §                         quand on marche pieds nus dans
4653 les aiguilles                 lez e-g8ij                    nus dans les aiguilles de
4658 quand ils                     k@t il                        adrien pleurent quand ils ont
4658 ils ont                       ilz §                         pleurent quand ils ont mal
4663 est amusant                   et a-my-z@                    ah c' est amusant ça .
4694 plus à                        plyz a                        n' arrivait plus à avoir
4694 plus il                       plyz il                       nous regardait plus il ne
4696 on attendra                   §n a-t@-dRa                   grande piscine on attendra qu'
4703 chez elle                     Sez El                        est rentrée chez elle elle
4706 les enfants                   lez @-f@                      après midi les enfants pouvaient
4708 les enfants                   lez @-f@                      a tous les enfants .
4714 peut être                     p2t EtR                       oui grégoire peut être qu' il
4722 nous avait                    nuz a-vE                      qu' il nous avait laissés
4748 vous étiez                    vuz e-tje                     quand vous étiez montés sur l'
4754 est un                        et 1                          ça c' est un altéa qu'
4759 est en                        et @                          qu' il est en train
4777 on a                          §n a                          mais on a vu les photos
4786 des arbres                    dez aRbR                      herbe ou des arbres alors
4790 les ai                        lez E                         mais je les ai censurées mes
4797 est assez                     et a-se                       ah elle est assez jolie .
4818 est à                         et a                          elle est à maman .
4820 est à                         et a                          là elle est à maman
4820 est à                         et a                          là elle est à toi
4824 un oiseau                     1n wa-zo                      air comme un oiseau .
4855 les autres                    lez otR                       mettre avec les autres .
4856 les autres                    lez otR                       mets avec les autres ?
4858 les autres                    lez otR                       la avec les autres .
4864 les autres                    lez otR                       la sur les autres .
4874 dans un                       d@z 1                         les coller dans un album
4874 un album                      1n al-bOm                     coller dans un album .
4903 les ordinateurs               lez OR-di-na-t9R              aller voir les ordinateurs à
4939 en as                         @n a                          tu en as fait toi déjà
4951 plus il                       plyz il                       le laisses plus il plus
4951 plus il                       plyz il                       plus il plus il .
4959 les habits                    lez a-bi                      ça déchire les habits .
4964 mon habit                     m§n a-bi                      avait déchiré mon habit .
4965 quand on                      k@t §                         est surtout quand on arrive
4965 on arrive                     §n a-Riv                      surtout quand on arrive en
4965 en avant                      @n a-v@                       les pieds en avant .
4967 est une                       et yn                         que c' est une moto
4969 est un                        et 1                          c' est un véyo .
4970 les appelle                   lez a-pEl                     comment on les appelle aussi les
4978 on y                          §n i                          vélo quand on y va
4979 on arrive                     §n a-Riv                      et puis on arrive dans
4997 est intéressant               et 5-te-RE-s@                 c' est intéressant ça .
5001 les a                         lez a                         toi qui les a ramassées
5004 en a                          @n a                          il t' en a données
5006 était une                     e-tEt yn                      rouge c' était une tomate
5009 est absolument                et ap-so-ly-m@                muguet c' est absolument poison
5011 est une                       et yn                         disant c' est une tomate
5012 en a                          @n a                          s' il en a ingéré
5012 les a                         lez a                         s' il les a recrachés
5033 les autres                    lez otR                       et dans les autres .
5039 est il                        et il                         et où est il lui le
5058 nous en                       nuz @                         tu nous en tubes .
5069 des yeux                      dez j2                        elle a des yeux oui .
5073 un interrogatoire             1n 5-tE-Ro-ga-twaR            faire subir un interrogatoire .
5074 bon escient                   bOn e-sj@                     utilise à bon escient .
5092 est à                         et a                          c' est à ça que je
5102 on en                         §n @                          pas pressé on en mettra
5102 quand on                      k@t §                         en mettra quand on fera
5103 on en                         §n @                          on en mettra un peu sur
5104 en ai                         @n E                          je t' en ai mis déjà
5115 quand il                      k@t il                        écoute quand il fait ça quelquefois
5122 est un                        et 1                          c' est un tout petit garçon
5150 tes épaules                   tez e-pol                     bretelles sur tes épaules .
5181 on attend                     §n a-t@                       si on attend .
5187 nous a                        nuz a                         voilà tu nous a tout décliné
5192 trop en                       tRop @                        t' es trop en arrière jouboudou
5192 en arrière                    @n a-RjER                     es trop en arrière jouboudou
5196 est à                         et a                          il est à toi ton zizi
5201 les hommes                    lez Om                        tous les hommes tous les petits
5201 les hommes                    lez Om                        et tous les hommes .
5209 un autre                      1n otR                        on regarde un autre livre
5214 est à                         et a                          que c' est à lui
5216 est à                         et a                          tien c' est à lui
5217 très intéressant              tREz 5-te-RE-s@               c' est très intéressant cette
5250 vas y                         vaz i                         l' allumer vas y appuie
5251 vas y                         vaz i                         vas y essaie .
5268 tout à                        tut a                         ai donné tout à l'
5269 tout à                        tut a                         ai donné tout à l'
5275 beaucoup au                   bo-kup o                      qui ressemble beaucoup au tien
5279 un an                         1n @                          adrien entre un an et
5279 deux ans                      d2z @                         an et deux ans .
5280 deux ans                      d2z @                         a deux ans et demie il
5284 un air                        1n ER                         d' un air de dire t'
5300 est une                       et yn                         c' est une bouteille avec dedans
5300 est écrit                     et e-kRi                      chose qui est écrit dessus
5311 son expérience                s§n Ek-spe-Rj@s               parler de son expérience de
5311 quand on                      k@t §                         des trucs quand on était
5311 on était                      §n e-tE                       trucs quand on était à
5321 dans un                       d@z 1                         il dormait dans un creux de
5321 tout autour                   tut o-tuR                     petite digue tout autour en
5324 en avait                      @n a-vE                       il y en avait encore
5325 nous a                        nuz a                         vague qui nous a déferlé
5327 quand il                      k@t il                        parce que quand il était
5328 nous a                        nuz a                         ça nous a fait rire mais
5328 nous a                        nuz a                         mais ça nous a fait
5346 est un                        et 1                          ça c' est un papy
5350 les appelle                   lez a-pEl                     comment il les appelle lui ?
5364 en a                          @n a                          écrit y en a un
5364 un autre                      1n otR                        en a un autre qui
5365 quand on                      k@t §                         peut tomber quand on fait
5373 était une                     e-tEt yn                      c' était une précision très nette
5373 dans une                      d@z yn                        c' était dans une toute
5382 tout habillé                  tut a-bi-je                   il est tout habillé dans
5383 est arrivé                    et a-Ri-ve                    qui lui est arrivé ?
5388 peut être                     p2t EtR                       s' est peut être pas
5396 peut être                     p2t EtR                       c' est peut être pas
5400 est un                        et 1                          donc c' est un grand
5401 un autre                      1n otR                        y a un autre petit
5404 est une                       et yn                         chalutier c' est une barque
5406 est une                       et yn                         sûr c' est une barque
5418 en a                          @n a                          il en a ras le bol
5419 peut être                     p2t EtR                       on va peut être arrêter
5420 nous as                       nuz a                         façons tu nous as bien
5422 peut être                     p2t EtR                       on va peut être arrêter
5423 en as                         @n a                          grégoire tu en as assez
5424 on arrête                     §n a-REt                      on arrête le film ?
5436 aller au                      a-leR o                       manger et aller au dodo
5438 nous as                       nuz a                         mais tu nous as bien parlé
5439 très intéressantes            tREz 5-te-RE-s@t              de choses très intéressantes .
5440 on a                          §n a                          christian et on a tout
5443 est un                        et 1                          c' est un vrai malheur ça
5454 est un                        et 1                          c' est un poisson ?
5456 quand elles                   k@t El                        c' est quand elles mangent
5457 elles avalent                 Elz a-val                     est quand elles avalent les
5459 elles avalent                 Elz a-val                     crois qu' elles avalent à
5461 peut être                     p2t EtR                       elle respire peut être en
5466 elles ont                     Elz §                         pense qu' elles ont besoin
5469 des oiseaux                   dez wa-zo                     des oiseaux blancs comme ça au
5474 on arrive                     §n a-Riv                      on arrive à l' île aux
5475 est à                         et a                          ce qui est à toi
5477 est un                        et 1                          c' est un poisson quelle couleur
5483 est une                       et yn                         c' est une pieuvre .
5491 est un                        et 1                          ça c' est un petit
5491 est un                        et 1                          ça c' est un ?
5494 était un                      e-tEt 1                       baleine c' était un gros
5494 tout à                        tut a                         poisson hein tout à l'
5505 tout à                        tut a                         suis trompée tout à l'
5567 en a                          @n a                          y en a pas là bas
5570 est un                        et 1                          ça c' est un morceau du
5574 des oiseaux                   dez wa-zo                     c' est des oiseaux .
5575 ces oiseaux                   sez wa-zo                     des pigeons ces oiseaux qui
5575 ont un                        §t 1                          oiseaux qui ont un grand
5578 est il                        et il                         qu' il est il est
5582 des oiseaux                   dez wa-zo                     le bec des oiseaux .
5590 est une                       et yn                         ça c' est une tortue qui
5590 des herbes                    dez ERb                       qui mange des herbes .
5593 est une                       et yn                         pas c' est une baleine
5600 son oeil                      s§n 9j                        son oeil .
5601 son oeil                      s§n 9j                        doit être son oeil .
5602 un oeil                       1n 9j                         t' as un oeil ici
5603 en as                         @n a                          que tu en as un
5603 un autre                      1n otR                        en as un autre ailleurs
5612 des yeux                      dez j2                        elle a des yeux bleus oui
5613 des yeux                      dez j2                        t' as des yeux blonds
5615 des yeux                      dez j2                        tu as des yeux blonds et
5616 des yeux                      dez j2                        des yeux bleus .
5628 est une                       et yn                         c' est une baleine .
5631 ton avis                      t§n a-vi                      poisson à ton avis ?
5632 est un                        et 1                          mais c' est un peu
5640 en a                          @n a                          y en a combien des baleines
5645 plus un                       plyz 1                        deux plus un c' est des
5673 peut être                     p2t EtR                       peut être .
5676 elles ont                     Elz §                         elles ont des papas baleines .
5680 est un                        et 1                          c' est un comment ça s'
5681 est un                        et 1                          pas c' est un truc
5690 vas y                         vaz i                         vas y suis le fil .
5711 les hippocampes               lez i-po-k@p                  montre lui les hippocampes là .
5714 est un                        et 1                          c' est un monsieur qui fait
5716 on arrête                     §n a-REt                      et on arrête .
5721 est un                        et 1                          c' est un bateau qui est
5724 est un                        et 1                          ça c' est un bord .
5726 est en                        et @                          ce qui est en haut
5737 tout en                       tut @                         c' est tout en bas
5739 tout en                       tut @                         et tout en haut ?
5740 tout en                       tut @                         tout en haut d' abord .
5756 les a                         lez a                         le vent les a poussées ?
5761 dans un                       d@z 1                         dans un livre ?
5763 on arrête                     §n a-REt                      le livre on arrête le
5769 peut être                     p2t EtR                       ça clignote peut être .
5771 est une                       et yn                         bien c' est une nouveauté
5773 en as                         @n a                          tu n' en as pas
5798 est elle                      et El                         alors où est elle ?
5810 est un                        et 1                          ça c' est un gros camion
5811 est il                        et il                         à qui est il ?
5818 est à                         et a                          alors il est à victor .
5838 tout à                        tut a                         oui mais tout à l'
5846 tout à                        tut a                         ça tout à fait il le
5849 bien entendu                  bj5n @-t@-dy                  ai pas bien entendu .
5852 est elle                      et El                         où est elle la sandale ?
5855 sont elles                    s§t El                        et où sont elles maintenant
5867 un autre                      1n otR                        devait être un autre jour
5871 des hallucinations            dez a-ly-si-na-sj§            tu as des hallucinations .
5875 est ouverte                   et u-vERt                     la porte est ouverte .
5876 peut être                     p2t EtR                       oh mais peut être il fait
5886 on ira                        §n i-Ra                       et puis on ira .
5896 en a                          @n a                          y en a pas des oranges
5896 des oranges                   dez o-R@Z                     a pas des oranges ?
5898 en a                          @n a                          et y en a beaucoup
5899 en a                          @n a                          combien y en a ?
5900 en a                          @n a                          y en a deux oui ça
5912 ils aiment                    ilz Em                        du yaourt ils aiment ça ?
5914 en avait                      @n a-vE                       il y en avait des
5916 petit éléphant                p°-tit e-le-f@                vu ce petit éléphant ?
5918 petit éléphant                p°-tit e-le-f@                avait un petit éléphant .
5920 petit éléphant                p°-tit e-le-f@                faisait ce petit éléphant ?
5924 bien un                       bj5n 1                        c' est bien un petit
5924 petit éléphant                p°-tit e-le-f@                bien un petit éléphant qui
5941 dans une                      d@z yn                        oui mais dans une voiture
5967 vas y                         vaz i                         alors vas y .
5990 est arrivée                   et a-Ri-ve                    mer elle est arrivée .
5996 est arrivée                   et a-Ri-ve                    qui est arrivée ?
6000 est à                         et a                          maman elle est à côté
6019 était un                      e-tEt 1                       c' était un monsieur .
6031 quand il                      k@t il                        bien fait quand il y
6031 aller à                       a-leR a                       vaut mieux aller à côté
6032 on est                        §n e                          comme ça on est tranquille .
6033 en as                         @n a                          mer tu en as de
6038 était un                      e-tEt 1                       elle était un petit peu chaude
6047 quand il                      k@t il                        parce que quand il y
6047 en aller                      @n a-le                       peut s' en aller loin
6052 peut être                     p2t EtR                       jeep va peut être m'
6056 était une                     e-tEt yn                      que c' était une mer
6062 est un                        et 1                          elle est un petit peu quoi
6068 on a                          §n a                          là on a eu une grande
6085 plus il                       plyz il                       si en plus il a
6088 est un                        et 1                          qu' elle est un peu
6101 est un                        et 1                          ben elle est un petit
6110 peut être                     p2t EtR                       on peut peut être poser un
6113 en a                          @n a                          il t' en a fait
6113 est apparue                   et a-pa-Ry                    cela elle est apparue y
6114 on est                        §n e                          va travailler on est en
6114 est en                        et @                          travailler on est en train
6119 ses affaires                  sez a-fER                     alors ses affaires ça c' est
6124 tout à                        tut a                         chose que tout à l'
6127 en avait                      @n a-vE                       il en avait pas de sable
6134 un hélicoptère                1n e-li-kOp-tER               tu as un hélicoptère eh
6134 un hélicoptère                1n e-li-kOp-tER               tu as un hélicoptère .
6135 on a                          §n a                          alors on a bien travaillé avec
6139 ses histoires                 sez is-twaR                   raconté toutes ses histoires au
6147 aller au                      a-leR o                       longtemps pour aller au bord
6151 tout à                        tut a                         parce que tout à l' heure
6152 un amalgame                   1n a-mal-gam                  y a un amalgame des
6156 plus à                        plyz a                        te vois plus à l'
6165 les yeux                      lez j2                        ah ah les yeux de grégoire
6176 quand on                      k@t §                         peu près quand on avait
6176 on avait                      §n a-vE                       près quand on avait été
6178 quand on                      k@t §                         c' était quand on était
6178 on était                      §n e-tE                       était quand on était rentré
6187 on en                         §n @                          de rien on en a
6187 en a                          @n a                          rien on en a quand
6192 est apparu                    et a-pa-Ry                    premier pourquoi est apparu hier
6195 en a                          @n a                          il m' en a sorti
6198 ton hélicoptère               t§n e-li-kOp-tER              avait construit ton hélicoptère je
6200 en avait                      @n a-vE                       oui y en avait dans
6225 ils étaient                   ilz e-tE                      avais vus ils étaient de
6227 des herbes                    dez ERb                       ils mangeaient des herbes .
6229 tout à                        tut a                         pas suivi tout à fait
6246 tout est                      tut e                         mais tout est cassé pour toi
6273 on appelle                    §n a-pEl                      ce qu' on appelle couper
6276 est une                       et yn                         c' est une coquine coline hein
6291 quand on                      k@t §                         les meubles quand on les
6292 quand on                      k@t §                         quand on est en train de
6292 on est                        §n e                          quand on est en train de
6292 est en                        et @                          quand on est en train de
6294 des étagères                  dez e-ta-ZER                  le bâti(ment) des étagères habitat
6300 tout à                        tut a                         ai demandé tout à l'
6306 nous aider                    nuz e-de                      pourras plus nous aider à
6333 est onze                      et §z                         il est onze heures six et
